mol_index,smiles,edges,target_swaps_formula,target_swaps,actual_swaps
3574,COc1cc(C(=O)N2CCC3(CCO3)CC2)ccc1Cl,44,ceil(0.5 * num_edges),22,22
3575,O=C(Nc1ccccc1Br)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,58,ceil(0.5 * num_edges),29,29
3576,Cc1[nH]c2ccc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)cc2c1C,58,ceil(0.5 * num_edges),29,29
3577,COc1ccc(C(C)=O)cc1CN1C(=O)C(C)ON=C1c1ccccn1,56,ceil(0.5 * num_edges),28,28
3578,Cc1nc(-c2nc(N3CCCCC3)[nH]c2-c2ccc3ncnn3c2)ccc1F,60,ceil(0.5 * num_edges),30,30
3579,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,55,ceil(0.5 * num_edges),28,28
3580,COc1ccc(CCNc2nc(SCc3ccccc3Cl)nc3ccccc23)cc1OC,70,ceil(0.5 * num_edges),35,35
3581,C[C@@H](OC(=O)CNC(=O)Cc1ccccc1)C(=O)O,39,ceil(0.5 * num_edges),20,20
3582,c1ccc(COC2OC[C@H](Cc3ccc4c(c3)OCO4)[C@@H]2Cc2ccc3c(c2)OCO3)cc1,71,ceil(0.5 * num_edges),36,36
3583,COC(=O)CCC(=O)NC(=S)Nc1c(C)cccc1C,44,ceil(0.5 * num_edges),22,22
3584,COc1cc(C2Oc3c(O)cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3C2CO)ccc1O,69,ceil(0.5 * num_edges),35,35
3585,CN(Cc1ccc(N)nc1)c1cccc(C#N)n1,40,ceil(0.5 * num_edges),20,20
3586,CC(C)COc1cccc(-n2cnc3c(Cl)ncnc32)c1,45,ceil(0.5 * num_edges),23,23
3587,[O-][n+]1onc2cc(C=Cc3ccc4c(c3)OCO4)ccc21,42,ceil(0.5 * num_edges),21,21
3588,CC(C)c1c[nH]c(=O)n(CCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)c1=O,68,ceil(0.5 * num_edges),34,34
3589,COc1ccc(Cl)cc1C(=O)N1CCCN(c2cc(-c3ccccc3)n[nH]2)CC1,63,ceil(0.5 * num_edges),32,32
3590,CCN1C(=O)C(C)C(=O)[n+]2c1sc1ccccc12,39,ceil(0.5 * num_edges),20,20
3591,O=C(CCCN1C(=O)c2ccccc2C1=O)Nc1ccc(Br)cn1,49,ceil(0.5 * num_edges),25,25
3592,COc1cc(CCN)c2c(c1OC)SSSSS2,35,ceil(0.5 * num_edges),18,18
3593,O=C(O)CCC/C=C\C[C@@H]1[C@@H](NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)C2CC[C@@H]1C2,62,ceil(0.5 * num_edges),31,31
3594,CCCCCCCC/C=C/CCCCCCCC(=O)OCCCO,65,ceil(0.5 * num_edges),33,33
3595,CC(=O)Nc1c([N+](=O)[O-])cc2c(c1N1CCCCC1)C[C@H](O)C(C)(C)O2,57,ceil(0.5 * num_edges),29,29
3596,O=C1NC(=O)/C(=C/c2ccccc2OCc2ccccc2)S1,46,ceil(0.5 * num_edges),23,23
3597,O=C(Nc1cccc(C(F)(F)F)c1)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,46,ceil(0.5 * num_edges),23,23
3598,COc1ccc(N/N=C(\Cl)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,51,ceil(0.5 * num_edges),26,26
3599,CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,72,ceil(0.5 * num_edges),36,36
3600,C[C@H]1CCN(CCc2ccccc2F)CCS1(=O)=O,44,ceil(0.5 * num_edges),22,22
3601,Cc1nc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)cs1,54,ceil(0.5 * num_edges),27,27
3602,O=C1CC[C@@H](C(=O)C(c2ccccc2)(c2ccccc2)c2ccccc2)N1,61,ceil(0.5 * num_edges),31,31
3603,N/C(=N\OC(=O)c1ccc(Cl)c(Cl)c1)c1ccc2c(c1)OCO2,43,ceil(0.5 * num_edges),22,22
3604,CC(CCc1ccccc1)NC(=O)Cc1ccccc1,49,ceil(0.5 * num_edges),25,25
3605,Cc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccco4)nc4ccccc34)CC2)cc1,69,ceil(0.5 * num_edges),35,35
3606,COc1cc2cc(NC(=O)CCN(C)Cc3ccccc3)c(=O)oc2cc1OC,64,ceil(0.5 * num_edges),32,32
3607,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3oc2=O)CC1,62,ceil(0.5 * num_edges),31,31
3608,CC(=O)OC[C@H]1OC(OC(C)=O)[C@H](NC(=O)C(F)(F)F)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,51,ceil(0.5 * num_edges),26,26
3609,O=C(c1ccc(OCCCN2CCCCC2)cc1)C1CC1,52,ceil(0.5 * num_edges),26,26
3610,CC1=C2[C@H]3OC(=O)C4(CC(c5c6ccccc6cc6ccccc56)=NO4)[C@@H]3CC[C@@]2(C)C=CC1=O,76,ceil(0.5 * num_edges),38,38
3611,Nc1nc(Cl)cc(N2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)n1,54,ceil(0.5 * num_edges),27,27
3612,CN(C)CCC1Cc2ccccc2C(=O)N(C)C1,45,ceil(0.5 * num_edges),23,23
3613,COc1ccc(C(=O)/C=C/c2cccc(C(F)(F)F)c2)cc1OC,48,ceil(0.5 * num_edges),24,24
3614,C[C@@H](c1ccccc1)N1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C[C@@H](O)[C@@H](O)[C@H]32)C1=O,51,ceil(0.5 * num_edges),26,26
3615,COc1cc(OCC(=O)Nc2ccc(F)cc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,67,ceil(0.5 * num_edges),34,34
3616,O=C1CCN(c2nc3ccccc3o2)CC1,35,ceil(0.5 * num_edges),18,18
3617,COc1cc(OC)c(C(=O)OCC(=O)Nc2ccccc2Cl)cc1OC,53,ceil(0.5 * num_edges),27,27
3618,Cc1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,52,ceil(0.5 * num_edges),26,26
3619,COc1ccc(C(=O)Nc2cc(-c3ccc(C)cc3)no2)cc1,50,ceil(0.5 * num_edges),25,25
3620,NC(=O)N[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,52,ceil(0.5 * num_edges),26,26
3621,C[C@H](O)c1ccn(Cc2nnnn2-c2ccccc2)n1,42,ceil(0.5 * num_edges),21,21
3622,CC(=O)NC(Cc1cccc(C)c1)C(=O)NC1CCN(c2ncccc2[N+](=O)[O-])CC1,69,ceil(0.5 * num_edges),35,35
3623,C=C(CCC=C(C)C)C1CC=C(CCC=C(C)C)CC1,56,ceil(0.5 * num_edges),28,28
3624,CC(CN1CCOCC1)n1cc(C(=O)c2cccc3ccccc23)c2ccccc21,70,ceil(0.5 * num_edges),35,35
3625,COc1ccc(NC(=O)CN2C(=O)CSc3ccc(S(=O)(=O)N(C)C)cc32)cc1Cl,62,ceil(0.5 * num_edges),31,31
3626,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccccc3C)cc1OC2(C)C,68,ceil(0.5 * num_edges),34,34
3627,C=CCSc1nc(O)c2c3c(sc2n1)CCC3,36,ceil(0.5 * num_edges),18,18
3628,N[C@@H]1C[C@@H]2CC(c3nc(C4(c5ccccc5F)CC4)no3)C[C@@H]21,49,ceil(0.5 * num_edges),25,25
3629,CC[C@H](C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,63,ceil(0.5 * num_edges),32,32
3630,O=C1CN(C(=O)c2ccccc2)C(c2ccc(F)cc2)c2cc(Br)ccc2N1,58,ceil(0.5 * num_edges),29,29
3631,COCCNc1nn2c(-c3ccc(OC)cc3)nnc2c2ccccc12,57,ceil(0.5 * num_edges),29,29
3632,CCc1c(C(=O)Nc2cc(C)cc(C)c2)[nH]c(C)c1C(C)=O,51,ceil(0.5 * num_edges),26,26
3633,CC(C)OC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCOCC1,66,ceil(0.5 * num_edges),33,33
3634,O=C(NCC(O)C)CCCCC,31,ceil(0.5 * num_edges),16,16
3635,O=S1(=O)N=CN(Cc2cccc(F)c2)c2ccccc21,42,ceil(0.5 * num_edges),21,21
3636,Nc1nc(COc2ccc(F)cc2)nc(N2CCCCC2)n1,48,ceil(0.5 * num_edges),24,24
3637,CCCCNC(=O)N1CCC2(CC1)OCC(CN1CCN(c3ccccc3OC)CC1)O2,77,ceil(0.5 * num_edges),39,39
3638,O=C(Nc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)c3nc[nH]c3n2)c1)N1CCCC1,69,ceil(0.5 * num_edges),35,35
3639,Nc1ccc(C(=O)OCCCc2nc3ccccc3[nH]2)cc1,48,ceil(0.5 * num_edges),24,24
3640,O=[N+]([O-])c1cc(/C=C/c2nc3ccccc3s2)ccc1N1CCOCC1,55,ceil(0.5 * num_edges),28,28
3641,COc1cc(C(=O)c2csc(-c3ccccc3F)n2)cc(OC)c1OC,53,ceil(0.5 * num_edges),27,27
3642,c1ccc(Cc2cc3ccccc3cc2-c2cccnc2)cc1,54,ceil(0.5 * num_edges),27,27
3643,CC(C)C(=O)N1CCOc2ccc(CN3CCCCC3)cc2C1,57,ceil(0.5 * num_edges),29,29
3644,CCc1noc(C)c1C(=O)Nc1nc2c(C)cc(C)cc2s1,48,ceil(0.5 * num_edges),24,24
3645,Cc1nc(NC(=O)C2CCCCC2C(=O)O)sc1C,42,ceil(0.5 * num_edges),21,21
3646,C[C@H]1CCC(C)(C)N1C(=O)c1ccc2nnnn2c1,42,ceil(0.5 * num_edges),21,21
3647,CCOC(=O)c1cc2c(ccn2C)n1Cc1cc(C)ccc1C,54,ceil(0.5 * num_edges),27,27
3648,CC(=O)c1cccc(NC(=S)N2CCN(S(C)(=O)=O)CC2)c1,49,ceil(0.5 * num_edges),25,25
3649,C=C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O,36,ceil(0.5 * num_edges),18,18
3650,COC(=O)NC(=O)CC1C(=O)N(C)C(=O)c2ccc([N+](=O)[O-])cc21,46,ceil(0.5 * num_edges),23,23
3651,CCCOCCn1c(=O)c(NCC2CCOCC2)nc2ncc(-c3ccc(OC)nc3)cc21,75,ceil(0.5 * num_edges),38,38
3652,CC(=O)Oc1ccc2c(=O)c3c(OC(C)=O)cccc3oc2c1,46,ceil(0.5 * num_edges),23,23
3653,Cc1c2cc[n+]([C@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)cc2c(C)c2c1[nH]c1ccc(O)cc12,59,ceil(0.5 * num_edges),30,30
3654,C=CCn1c(SCCOc2ccccc2)nnc1C(C)NC(=O)c1ccccc1,65,ceil(0.5 * num_edges),33,33
3655,Cc1c(CCCC(=O)O)c2ccccc2n1Cc1ccc(O)c(C(C)C)c1,64,ceil(0.5 * num_edges),32,32
3656,COc1cccc(N(CC(=O)N2CCOCC2)S(C)(=O)=O)c1,49,ceil(0.5 * num_edges),25,25
3657,COc1ccc2[nH]cc3c(=O)n(-c4nc5ccccc5s4)nc-3c2c1,50,ceil(0.5 * num_edges),25,25
3658,COc1cc(C(=O)Nc2ccc(NC(=O)c3cccc(Cl)c3)nc2)cc(OC)c1OC,64,ceil(0.5 * num_edges),32,32
3659,COc1ccc(C=C2c3cccc(Cl)c3C(=O)c3c(Cl)cccc32)c(OC)c1O,59,ceil(0.5 * num_edges),30,30
3660,Cc1c(C(=O)Nc2ncc(Cc3ccccc3)s2)[nH]c2c1C(=O)CC(C)(C)C2,62,ceil(0.5 * num_edges),31,31
3661,COc1cccc(CN(c2ccccc2C(=O)O)S(=O)(=O)c2ccc(C)cc2)c1,64,ceil(0.5 * num_edges),32,32
3662,C=CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,54,ceil(0.5 * num_edges),27,27
3663,Cc1cc(C)c2ccc(NC(=O)c3cccnc3[S+]([O-])C(c3ccccc3)c3ccccc3)nc2n1,79,ceil(0.5 * num_edges),40,40
3664,COc1ccc(NS(=O)(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,86,ceil(0.5 * num_edges),43,43
3665,CCOC(=O)c1c(C)c(C(=O)NCCN2CCOCC2)c(C)n1C,56,ceil(0.5 * num_edges),28,28
3666,CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,51,ceil(0.5 * num_edges),26,26
3667,CC(C)(C)NC(=O)CNC(=O)C(=O)[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2ccccc12,74,ceil(0.5 * num_edges),37,37
3668,CN1CCC(=C2c3ccccc3Oc3ccccc32)CC1,50,ceil(0.5 * num_edges),25,25
3669,CCOC(=O)c1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,51,ceil(0.5 * num_edges),26,26
3670,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)c2cc1OC,65,ceil(0.5 * num_edges),33,33
3671,O=C(CSc1nc(=O)n2ccccc2n1)NCc1ccc(F)cc1,48,ceil(0.5 * num_edges),24,24
3672,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,54,ceil(0.5 * num_edges),27,27
3673,CC(=O)N[C@@H]1[C@@H](N2CCN(c3ccccc3)CC2)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,63,ceil(0.5 * num_edges),32,32
3674,CCc1ccc(CN2C(=O)c3ccccc3C2C(=O)NCc2cccnc2)cc1,66,ceil(0.5 * num_edges),33,33
3675,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(OC)c(C)c2)cc1,73,ceil(0.5 * num_edges),37,37
3676,CS(=O)(=O)CNC(=O)C1=C(C=CC=C1)C(=O)O,35,ceil(0.5 * num_edges),18,18
3677,C=C1[C@@H]2C[C@@]3(C4C[C@@H]5[C@@]6(C)CC[C@@H](O)[C@@]5(C4N(CC)C6)[C@@H]3C[C@@H]2OC(=O)c2ccccc2)[C@@H]1O,76,ceil(0.5 * num_edges),38,38
3678,COc1ccc(-n2ncc3c2ncn2nc(-c4ccc(OC)c(OC)c4)nc32)cc1,63,ceil(0.5 * num_edges),32,32
3679,CC(C)(C)C1=CC(=Nn2cccc2)C=C(C(C)(C)C)C1=O,52,ceil(0.5 * num_edges),26,26
3680,C[n+]1c(/C=C2\C=CN(CC(=O)NCCOCCN3CCCC3)c3ccccc32)sc2ccccc21,82,ceil(0.5 * num_edges),41,41
3681,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)c2cc1OC,68,ceil(0.5 * num_edges),34,34
3682,CCOC(=O)N1CCc2c(sc3c2c(=O)n(Cc2ccccc2)c(=O)n3CC(=O)Nc2c(C)cccc2C)C1,85,ceil(0.5 * num_edges),43,43
3683,COc1nc(N(C)CC2(CO)CCC2)ncc1F,40,ceil(0.5 * num_edges),20,20
3684,COc1cccc2c1CCC/C2=N\NC(N)=S,38,ceil(0.5 * num_edges),19,19
3685,CC(=C)CCC(=C)C,23,ceil(0.5 * num_edges),12,12
3686,C(#Cc1ccc(CN2CCOCC2)cc1)CCN1CCCCC1,58,ceil(0.5 * num_edges),29,29
3687,Nc1ncc(S(=O)(=O)NCc2cccc(Cl)c2)cn1,39,ceil(0.5 * num_edges),20,20
3688,COc1cc(C#N)cc(-n2nnc(-c3ccccn3)n2)c1,43,ceil(0.5 * num_edges),22,22
3689,COC(=O)[C@H]1C(c2ccc(Cl)cc2)=NO[C@@H]1c1cc(OC)c(O)c2c1C[C@@H]1[C@@H]3C=C(OC)C(=O)C[C@]23CCN1C,82,ceil(0.5 * num_edges),41,41
3690,Cc1c(C)c2c(C=CC2)cc1,28,ceil(0.5 * num_edges),14,14
3691,CN(C)c1cc(-c2ccccc2)nc(N)n1,37,ceil(0.5 * num_edges),19,19
3692,COC(=O)c1ccc(OCc2ccc3ccccc3n2)cc1[C@]1(c2cccc(C(F)(F)F)c2)C[C@H]2CC[C@H]1C2,82,ceil(0.5 * num_edges),41,41
3693,O=C1C=C(N2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2c(O)cccc21,56,ceil(0.5 * num_edges),28,28
3694,N[C@@H](Cc1c[nH]cn1)C(=O)NNS(=O)(=O)c1ccc(-c2ccccc2)cc1,57,ceil(0.5 * num_edges),29,29
3695,O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(S(=O)(=O)c2ccccc2)CC1,72,ceil(0.5 * num_edges),36,36
3696,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)NCc2ccc(F)cc2)o1,58,ceil(0.5 * num_edges),29,29
3697,O=C(O)c1ccc(F)c(-c2ccccc2-c2ccccc2OCc2ccccc2)c1,65,ceil(0.5 * num_edges),33,33
3698,O=C(OC(C(=O)Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1)C1=COCCO1,56,ceil(0.5 * num_edges),28,28
3699,COc1cc(S(=O)(=O)N2CCC(C)CC2)ccc1-n1cnc2c(=O)[nH]c(N)nc21,62,ceil(0.5 * num_edges),31,31
3700,O=S(=O)(c1cccc2cccnc12)N1C[C@@H]2CCCN2c2cc(C(F)(F)F)ccc21,61,ceil(0.5 * num_edges),31,31
3701,CC(=O)OC1CCCCC1N1CCOCC1,39,ceil(0.5 * num_edges),20,20
3702,CC1=CC(=O)[C@H]2C(C)(C)C[C@H](O)C[C@]2(C)[C@H]1CO,42,ceil(0.5 * num_edges),21,21
3703,CCCN1CCN(C(=O)Cn2ncc3ccccc32)CC1,50,ceil(0.5 * num_edges),25,25
3704,C/C(=N/NC(=S)Nc1cccc(C)c1)c1cccc([N+](=O)[O-])c1,49,ceil(0.5 * num_edges),25,25
3705,Cc1[nH]c2ccccc2c1C1CCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,64,ceil(0.5 * num_edges),32,32
3706,Cc1nc2c([nH]c1=O)c(=O)nc(N)[nH]2,25,ceil(0.5 * num_edges),13,13
3707,Cc1ccccc1CN1CCCCC1C(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,72,ceil(0.5 * num_edges),36,36
3708,CCCCCCCC(=O)N[C@H](c1ccccc1)[C@@H](OP(=O)(O)O)c1ccccc1,66,ceil(0.5 * num_edges),33,33
3709,O=CCC(O)C(O)C(O)C,22,ceil(0.5 * num_edges),11,11
3710,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3n2Cc2ccc(C#N)cc2)cc1,82,ceil(0.5 * num_edges),41,41
3711,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4ccc(F)cc4)C[C@@H]3O)CC2)cc1,70,ceil(0.5 * num_edges),35,35
3712,COC(=O)c1ncoc1C1CCN(C(=O)c2cc(C)cc(F)c2)CC1,53,ceil(0.5 * num_edges),27,27
3713,CN(C)Cc1ccc(-c2ccc(NC(=O)c3ccc4c(=O)n(Cc5ccoc5)cnc4c3)cc2)cc1,80,ceil(0.5 * num_edges),40,40
3714,C=CCN1CCN(CC2Cc3cc(-c4ccccc4)ccc3O2)CC1,61,ceil(0.5 * num_edges),31,31
3715,CC1C(c2ccccc2)NC(c2ccccc2)CC1(O)Cc1ccccc1,66,ceil(0.5 * num_edges),33,33
3716,CCSc1cc(Cl)cc(CS(=O)(=O)Nc2ccc(Cl)nc2O)c1,46,ceil(0.5 * num_edges),23,23
3717,CC(C)(O)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)COC(=O)CCC(=O)O,69,ceil(0.5 * num_edges),35,35
3718,CCOC(=O)Cc1ccc(OCC)c(OC)c1,39,ceil(0.5 * num_edges),20,20
3719,Cc1ccc(N2C(=O)[C@@H](n3cc(-c4ccccc4)nn3)[C@H]2/C=C/c2ccccc2)cc1,68,ceil(0.5 * num_edges),34,34
3720,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(C3CCOCC3)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,86,ceil(0.5 * num_edges),43,43
3721,COc1cccc(C2CC(c3cccc(OC)c3)n3nc(N)nc3N2)c1,58,ceil(0.5 * num_edges),29,29
3722,NCCc1ccc(O)c(O)c1F,25,ceil(0.5 * num_edges),13,13
3723,CC(C)(C)NC(=O)NCCc1ccccc1,40,ceil(0.5 * num_edges),20,20
3724,O=C(CNS(=O)(=O)c1ccccc1C(=O)NCc1ccccn1)Nc1ccc(O)cc1,66,ceil(0.5 * num_edges),33,33
3725,CCOP(=O)(OCC)C(Nc1ccc(I)cc1[N+](=O)[O-])c1cccc([N+](=O)[O-])c1,58,ceil(0.5 * num_edges),29,29
3726,SCCCCCCCCCS,30,ceil(0.5 * num_edges),15,15
3727,O=C1CCC=2C=CC=CC2C1C,29,ceil(0.5 * num_edges),15,15
3728,CC[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N(c3ccc(F)cc3)C(=O)N21,55,ceil(0.5 * num_edges),28,28
3729,Cn1nc(-c2nc(C3CCOC3)no2)ccc1=O,37,ceil(0.5 * num_edges),19,19
3730,COC(=O)[C@]1(CC(C)C)N[C@H](c2ccc(SC3CCCCC3)c(OC)c2)[C@@H]2C(=O)N(C)C(=O)[C@@H]21,76,ceil(0.5 * num_edges),38,38
3731,Cc1ccccc1N1CCN(CCCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)CC1,82,ceil(0.5 * num_edges),41,41
3732,Cc1ccc(NS(=O)(=O)c2ccc3[nH]c4c(c3c2)CCCCCC4)cc1C,64,ceil(0.5 * num_edges),32,32
3733,COc1nc(C)nc(/N=C(\C)c2cc(O)ccc2O)n1,42,ceil(0.5 * num_edges),21,21
3734,CCCCOc1ccc(-c2ccc(C(=O)O)nc2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,70,ceil(0.5 * num_edges),35,35
3735,OC1CNc2c(ccc3ccccc23)C1,35,ceil(0.5 * num_edges),18,18
3736,OC(=O)c1ccc(c(c1)C(=O)O)S(=O)(=O)O[Na],29,ceil(0.5 * num_edges),15,15
3737,O=C(OCC)CC1(O)CCCCCCCCCCC1,50,ceil(0.5 * num_edges),25,25
3738,CN1CCN(c2ccc(Nc3cc(NCc4cccc(NC#N)c4)ncn3)cc2)CC1,71,ceil(0.5 * num_edges),36,36
3739,Cc1ccc(N2CCN(c3c(C(=O)N4CCCCC4)cnc4ccc(F)cc34)CC2)cc1,74,ceil(0.5 * num_edges),37,37
3740,COc1ccc(/C=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)cc1,56,ceil(0.5 * num_edges),28,28
3741,CC(C)=CCC/C(C)=N\NC(N)=S,32,ceil(0.5 * num_edges),16,16
3742,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCOP(=O)(O)O)C(=O)O)cc3)cnc2n1,68,ceil(0.5 * num_edges),34,34
3743,CC(C)N(C)Cc1ccccc1CNC(=O)c1cn(C(C)(C)C)nn1,61,ceil(0.5 * num_edges),31,31
3744,CN(C)C(=O)N,14,ceil(0.5 * num_edges),7,7
3745,CCC(N)Cc1ccc2c(c1)CCN2,36,ceil(0.5 * num_edges),18,18
3746,C[C@H]1CN(C(=O)N2Cc3c(C(=O)OC(C)(C)C)ncn3-c3ccc(C(F)(F)F)cc32)C[C@H](C)N1,70,ceil(0.5 * num_edges),35,35
3747,Cc1ccc(NC(=O)Nc2nnc(-c3ccncc3)s2)cc1,46,ceil(0.5 * num_edges),23,23
3748,COc1ccc(C(=O)CC2(O)C(=O)Nc3cc(Cl)c(Cl)cc32)cc1,47,ceil(0.5 * num_edges),24,24
3749,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,69,ceil(0.5 * num_edges),35,35
3750,COc1ccc(C2CC(=O)c3cc(-c4nc(-c5cccc(Cl)c5)cs4)c(=O)[nH]c3C2)cc1,66,ceil(0.5 * num_edges),33,33
3751,Cc1cc(C)n(Cc2nc(-c3ccoc3)no2)n1,38,ceil(0.5 * num_edges),19,19
3752,CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1OC(=O)/C=C/c1cccs1,56,ceil(0.5 * num_edges),28,28
3753,O=C(CCCCCONC(=O)c1nc2ccccc2[nH]1)NO,46,ceil(0.5 * num_edges),23,23
3754,CC(C)c1ccc2occ(-c3nnn[nH]3)c(=O)c2c1,39,ceil(0.5 * num_edges),20,20
3755,CCN1CNS(=O)(=O)c2cc(C(=O)OC)ccc21,39,ceil(0.5 * num_edges),20,20
3756,CCOc1ccc(N2CCN(CCCCc3c[nH]c4ccc(OC)cc34)CC2)cc1,72,ceil(0.5 * num_edges),36,36
3757,CC(C)c1c(Cl)cc(C)c(O)c1Cl,28,ceil(0.5 * num_edges),14,14
3758,Nc1nc(Sc2ccccc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,50,ceil(0.5 * num_edges),25,25
3759,C=C(C)CNC(=O)N[C@@H](COC)c1ccc(F)c(F)c1,42,ceil(0.5 * num_edges),21,21
3760,Oc1nc2cc3c(cc2cc1C(c1nnnn1CC1CCCO1)N1CCCC1)OCO3,67,ceil(0.5 * num_edges),34,34
3761,CSc1cccc(NC(=O)/C=C/c2ccccc2)c1,43,ceil(0.5 * num_edges),22,22
3762,COc1cc(-c2cnn(-c3ccnc(N4CCOCC4)n3)c2)cc(OC)c1O,60,ceil(0.5 * num_edges),30,30
3763,CCCN1C[C@H](CSC)C[C@@H]2c3cccc(O)c3CC[C@H]21,50,ceil(0.5 * num_edges),25,25
3764,O=Nc1c(O)nc(O)nc1NCc1ccccc1,36,ceil(0.5 * num_edges),18,18
3765,COc1cc(C(O)c2nc(-c3ccncc3)cs2)ccc1F,45,ceil(0.5 * num_edges),23,23
3766,S=C(N1CCC(Cc2ccccc2)CC1)N1CCC(c2cccc(Cl)c2)=N1,62,ceil(0.5 * num_edges),31,31
3767,CCCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,72,ceil(0.5 * num_edges),36,36
3768,Nc1nc(NCCCCCCCNS(=O)(=O)c2cccc3ccccc23)nc2ccccc12,77,ceil(0.5 * num_edges),39,39
3769,Nc1nc2c(ncn2[C@H]2C[C@H](OP(=O)(O)O)[C@@H](CO)O2)c(=O)[nH]1,40,ceil(0.5 * num_edges),20,20
3770,CCCCOc1ccc([C@@H]2c3ccccc3[C@@H]3[C@H]2CCCN3C)cc1,60,ceil(0.5 * num_edges),30,30
3771,COc1ccc(Nc2nccc3c2cc(-c2ccccc2OC)n3C)c(OC)c1,65,ceil(0.5 * num_edges),33,33
3772,CCCN(C)/N=N/c1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc2c1,79,ceil(0.5 * num_edges),40,40
3773,COc1cc2c(cc1OC)C(C(=O)O)C(c1cccc(Cl)c1)N(C)C2=O,54,ceil(0.5 * num_edges),27,27
3774,N#CCC[P+](=O)CCC#N,22,ceil(0.5 * num_edges),11,11
3775,O=C(Nc1ccccc1F)c1cnc(Cl)cn1,32,ceil(0.5 * num_edges),16,16
3776,CCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,64,ceil(0.5 * num_edges),32,32
