Feature,Category1,Category2,JS_Distance
ExactMolWt,digress,defog_strict,0.060141308477833416
ExactMolWt,digress,defog_relaxed,0.050595536210020595
ExactMolWt,defog_strict,defog_relaxed,0.012827869458727397
HeavyAtomCount,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.12905103405008564
HeavyAtomCount,ori,jtvae,0.4383632687520081
HeavyAtomCount,ori,digress,0.1820244815286319
HeavyAtomCount,ori,defog_strict,0.18125104235625253
HeavyAtomCount,ori,defog_relaxed,0.1740791582496444
HeavyAtomCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.47031665967336594
HeavyAtomCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.0830312049731633
HeavyAtomCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.08003195314884055
HeavyAtomCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.07420989565221402
HeavyAtomCount,jtvae,digress,0.3468880773645553
HeavyAtomCount,jtvae,defog_strict,0.3584110228052004
HeavyAtomCount,jtvae,defog_relaxed,0.35181074070518514
HeavyAtomCount,digress,defog_strict,0.041858318465475185
HeavyAtomCount,digress,defog_relaxed,0.03478855694460323
HeavyAtomCount,defog_strict,defog_relaxed,0.013445136900056326
NumValenceElectrons,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.1096544168307133
NumValenceElectrons,ori,jtvae,0.422617770611348
NumValenceElectrons,ori,digress,0.15438006839740823
NumValenceElectrons,ori,defog_strict,0.16453503788395812
NumValenceElectrons,ori,defog_relaxed,0.15480839880216835
NumValenceElectrons,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.46526902045505103
NumValenceElectrons,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.0740989176990146
NumValenceElectrons,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.08096668071453685
NumValenceElectrons,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.07361872889581061
NumValenceElectrons,jtvae,digress,0.3455269697930008
NumValenceElectrons,jtvae,defog_strict,0.3569452140443869
NumValenceElectrons,jtvae,defog_relaxed,0.3502255047204889
NumValenceElectrons,digress,defog_strict,0.046271180693056226
NumValenceElectrons,digress,defog_relaxed,0.03680202242497939
NumValenceElectrons,defog_strict,defog_relaxed,0.014244566885457896
NHOHCount,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.21444198407208248
NHOHCount,ori,jtvae,0.054190400621511696
NHOHCount,ori,digress,0.058377836238274965
NHOHCount,ori,defog_strict,0.04253328357137922
NHOHCount,ori,defog_relaxed,0.042997552298390314
NHOHCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.22752360201832267
NHOHCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.20508792366668993
NHOHCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.20333200001408225
NHOHCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.2183598829020684
NHOHCount,jtvae,digress,0.09190940396681664
NHOHCount,jtvae,defog_strict,0.06889255245921742
NHOHCount,jtvae,defog_relaxed,0.07530016409442528
NHOHCount,digress,defog_strict,0.03046074859804413
NHOHCount,digress,defog_relaxed,0.02765177220904426
NHOHCount,defog_strict,defog_relaxed,0.02127206373064708
NOCount,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.09117710155263462
NOCount,ori,jtvae,0.23895690527290345
NOCount,ori,digress,0.14227837356871678
NOCount,ori,defog_strict,0.15477814609494364
NOCount,ori,defog_relaxed,0.16714138260140943
NOCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.2474381922859073
NOCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.06900027636898082
NOCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.07606450318815638
NOCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.08444450580900123
NOCount,jtvae,digress,0.22244244672222876
NOCount,jtvae,defog_strict,0.2421111238439812
NOCount,jtvae,defog_relaxed,0.2587883016605244
NOCount,digress,defog_strict,0.025959081490938018
NOCount,digress,defog_relaxed,0.047365024597874075
NOCount,defog_strict,defog_relaxed,0.026247971751092423
FractionCSP3,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.1001615186844348
FractionCSP3,ori,jtvae,0.16460652228998246
FractionCSP3,ori,digress,0.1350901041543931
FractionCSP3,ori,defog_strict,0.12347431226172491
FractionCSP3,ori,defog_relaxed,0.1350914141946507
FractionCSP3,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.15656475390252303
FractionCSP3,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.08427027671668968
FractionCSP3,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.05776952534139887
FractionCSP3,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.06018078704057996
FractionCSP3,jtvae,digress,0.1104376590066252
FractionCSP3,jtvae,defog_strict,0.12430817789231001
FractionCSP3,jtvae,defog_relaxed,0.13773972177309493
FractionCSP3,digress,defog_strict,0.03821876445518871
FractionCSP3,digress,defog_relaxed,0.05008021287546511
FractionCSP3,defog_strict,defog_relaxed,0.020432926404238768
qed,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.09977352525092398
qed,ori,jtvae,0.3869923366092447
qed,ori,digress,0.09524288902342407
qed,ori,defog_strict,0.0727593814378209
qed,ori,defog_relaxed,0.0786710742654266
qed,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.4664332557092496
qed,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.04573516189764298
qed,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.04827617051378512
qed,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.04544336145788433
qed,jtvae,digress,0.44587184150191717
qed,jtvae,defog_strict,0.42375663404985164
qed,jtvae,defog_relaxed,0.4287996303054671
qed,digress,defog_strict,0.037509013497896954
qed,digress,defog_relaxed,0.03739657519686308
qed,defog_strict,defog_relaxed,0.008471091160444621
BalabanJ,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.0606050511884925
BalabanJ,ori,jtvae,0.1677936451602598
BalabanJ,ori,digress,0.14652025891948975
BalabanJ,ori,defog_strict,0.1719833122914645
BalabanJ,ori,defog_relaxed,0.141387918780569
BalabanJ,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.1767167524958562
BalabanJ,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.10634516612015181
BalabanJ,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.11013844085854865
BalabanJ,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.09670491166311591
BalabanJ,jtvae,digress,0.15718618377168164
BalabanJ,jtvae,defog_strict,0.21425984817070123
BalabanJ,jtvae,defog_relaxed,0.19944812463855385
BalabanJ,digress,defog_strict,0.07438187318525659
BalabanJ,digress,defog_relaxed,0.06228466829732543
BalabanJ,defog_strict,defog_relaxed,0.07986165529629886
NumHDonors,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.21347620083515448
NumHDonors,ori,jtvae,0.04378913705717727
NumHDonors,ori,digress,0.06953293894597139
NumHDonors,ori,defog_strict,0.05549594474821187
NumHDonors,ori,defog_relaxed,0.07031351723734817
NumHDonors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.2312025698721981
NumHDonors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.20688381666397918
NumHDonors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.20721093227775766
NumHDonors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.2235410365933722
NumHDonors,jtvae,digress,0.10499975349201104
NumHDonors,jtvae,defog_strict,0.0917144551826193
NumHDonors,jtvae,defog_relaxed,0.10385034161064408
NumHDonors,digress,defog_strict,0.017608956498187656
NumHDonors,digress,defog_relaxed,0.021314626977359946
NumHDonors,defog_strict,defog_relaxed,0.023173582609498714
NumHAcceptors,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.05245842698700923
NumHAcceptors,ori,jtvae,0.1481622187274542
NumHAcceptors,ori,digress,0.14964525712123905
NumHAcceptors,ori,defog_strict,0.1380805598338966
NumHAcceptors,ori,defog_relaxed,0.13405459440454
NumHAcceptors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.17718122799979324
NumHAcceptors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.10733293031006125
NumHAcceptors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.09651674904416907
NumHAcceptors,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.09194863367014543
NumHAcceptors,jtvae,digress,0.21360999818497783
NumHAcceptors,jtvae,defog_strict,0.20817202898511042
NumHAcceptors,jtvae,defog_relaxed,0.2036060791498107
NumHAcceptors,digress,defog_strict,0.022776156609307485
NumHAcceptors,digress,defog_relaxed,0.023110418469167802
NumHAcceptors,defog_strict,defog_relaxed,0.008623844481204762
MolLogP,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.05893730847805878
MolLogP,ori,jtvae,0.22828312571649836
MolLogP,ori,digress,0.05799149769584412
MolLogP,ori,defog_strict,0.03938871918402596
MolLogP,ori,defog_relaxed,0.0378777390735756
MolLogP,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.3164174786101064
MolLogP,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.05496184041362935
MolLogP,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.052497674738086794
MolLogP,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.06088707501992368
MolLogP,jtvae,digress,0.2772450668072185
MolLogP,jtvae,defog_strict,0.2589430226131334
MolLogP,jtvae,defog_relaxed,0.2523317639272208
MolLogP,digress,defog_strict,0.029676774306462504
MolLogP,digress,defog_relaxed,0.03639890899583523
MolLogP,defog_strict,defog_relaxed,0.013772775109173917
NumRotatableBonds,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.0898312987843651
NumRotatableBonds,ori,jtvae,0.24806428273948739
NumRotatableBonds,ori,digress,0.07502375263899987
NumRotatableBonds,ori,defog_strict,0.02639954041647916
NumRotatableBonds,ori,defog_relaxed,0.02594714011722764
NumRotatableBonds,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.2875665818220517
NumRotatableBonds,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.059786529981417334
NumRotatableBonds,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.10632069174517318
NumRotatableBonds,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.10677994304851085
NumRotatableBonds,jtvae,digress,0.27474007639196224
NumRotatableBonds,jtvae,defog_strict,0.22720713657269467
NumRotatableBonds,jtvae,defog_relaxed,0.23101019217415522
NumRotatableBonds,digress,defog_strict,0.08807683126538549
NumRotatableBonds,digress,defog_relaxed,0.08546797386721856
NumRotatableBonds,defog_strict,defog_relaxed,0.00867463262102059
TPSA,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.03702499931581834
TPSA,ori,jtvae,0.20585001875240377
TPSA,ori,digress,0.12892674574768645
TPSA,ori,defog_strict,0.12934736949143968
TPSA,ori,defog_relaxed,0.14429528770251984
TPSA,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.1982143954178294
TPSA,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.10329341196542825
TPSA,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.10566594343395103
TPSA,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.12193355441665833
TPSA,jtvae,digress,0.21603156556204842
TPSA,jtvae,defog_strict,0.21706789582866529
TPSA,jtvae,defog_relaxed,0.2371534468717488
TPSA,digress,defog_strict,0.020413039458611573
TPSA,digress,defog_relaxed,0.033397495325129194
TPSA,defog_strict,defog_relaxed,0.026098251688934912
NumAromaticRings,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.06894006410723494
NumAromaticRings,ori,jtvae,0.22115054991938476
NumAromaticRings,ori,digress,0.14082713663072802
NumAromaticRings,ori,defog_strict,0.13147271737719268
NumAromaticRings,ori,defog_relaxed,0.12786213111472064
NumAromaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.25436142900181147
NumAromaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.10414823529506527
NumAromaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.10309475401026198
NumAromaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.1043687544086074
NumAromaticRings,jtvae,digress,0.23953904306509902
NumAromaticRings,jtvae,defog_strict,0.2238030998800761
NumAromaticRings,jtvae,defog_relaxed,0.21392514190757964
NumAromaticRings,digress,defog_strict,0.022717644832457366
NumAromaticRings,digress,defog_relaxed,0.03290487953455575
NumAromaticRings,defog_strict,defog_relaxed,0.013663053429252867
NumAliphaticRings,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.1557295764298649
NumAliphaticRings,ori,jtvae,0.11673021399036572
NumAliphaticRings,ori,digress,0.13740868682819826
NumAliphaticRings,ori,defog_strict,0.08270839928007609
NumAliphaticRings,ori,defog_relaxed,0.06733427045394233
NumAliphaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.2580313874897232
NumAliphaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.07248019706259808
NumAliphaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.09411303448935328
NumAliphaticRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.10336159926951721
NumAliphaticRings,jtvae,digress,0.23351190067616542
NumAliphaticRings,jtvae,defog_strict,0.19484624874222706
NumAliphaticRings,jtvae,defog_relaxed,0.17998122251144288
NumAliphaticRings,digress,defog_strict,0.0807784668388297
NumAliphaticRings,digress,defog_relaxed,0.08771166085154207
NumAliphaticRings,defog_strict,defog_relaxed,0.01717777287241121
RingCount,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.15503363556608685
RingCount,ori,jtvae,0.23411465934729533
RingCount,ori,digress,0.23729619483813152
RingCount,ori,defog_strict,0.19139721085400124
RingCount,ori,defog_relaxed,0.17899910852300424
RingCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.32955972033618613
RingCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.1100392778042816
RingCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.09576241914201894
RingCount,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.10334929556862751
RingCount,jtvae,digress,0.34150179496008265
RingCount,jtvae,defog_strict,0.30861257203915804
RingCount,jtvae,defog_relaxed,0.2904930264111767
RingCount,digress,defog_strict,0.08144357838001878
RingCount,digress,defog_relaxed,0.09810441213182716
RingCount,defog_strict,defog_relaxed,0.024930276360607222
NumSaturatedRings,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.05139359723969841
NumSaturatedRings,ori,jtvae,0.08854642119403727
NumSaturatedRings,ori,digress,0.0900040750360809
NumSaturatedRings,ori,defog_strict,0.07477380054179424
NumSaturatedRings,ori,defog_relaxed,0.06212599199757704
NumSaturatedRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.12823153588260106
NumSaturatedRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.06473734546746583
NumSaturatedRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.054728454610388055
NumSaturatedRings,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.0442940086102546
NumSaturatedRings,jtvae,digress,0.15567135229482704
NumSaturatedRings,jtvae,defog_strict,0.15967848735335338
NumSaturatedRings,jtvae,defog_relaxed,0.14711286265262377
NumSaturatedRings,digress,defog_strict,0.06396052603056523
NumSaturatedRings,digress,defog_relaxed,0.06020703897323045
NumSaturatedRings,defog_strict,defog_relaxed,0.013594667496326766
BertzCT,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.1503383018803222
BertzCT,ori,jtvae,0.364142649288881
BertzCT,ori,digress,0.22528788426506063
BertzCT,ori,defog_strict,0.19503807831199318
BertzCT,ori,defog_relaxed,0.19235414887364902
BertzCT,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.3957016309436085
BertzCT,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.1027704480047819
BertzCT,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.06493520172874796
BertzCT,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.06350980847368508
BertzCT,jtvae,digress,0.3443846923548995
BertzCT,jtvae,defog_strict,0.3462380196832266
BertzCT,jtvae,defog_relaxed,0.3420482503231644
BertzCT,digress,defog_strict,0.04839931658118077
BertzCT,digress,defog_relaxed,0.04730600764044486
BertzCT,defog_strict,defog_relaxed,0.010177113915354781
MolMR,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.10140627786004501
MolMR,ori,jtvae,0.3743222569857396
MolMR,ori,digress,0.1408200682430524
MolMR,ori,defog_strict,0.1480938944177079
MolMR,ori,defog_relaxed,0.13425122630882133
MolMR,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.4654855055717522
MolMR,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.06541208311779056
MolMR,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.07106669237660693
MolMR,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.062118514579890406
MolMR,jtvae,digress,0.35068542632398686
MolMR,jtvae,defog_strict,0.3592393673949592
MolMR,jtvae,defog_relaxed,0.35026990569237876
MolMR,digress,defog_strict,0.031188637950978572
MolMR,digress,defog_relaxed,0.025085962313442643
MolMR,defog_strict,defog_relaxed,0.019499630776019725
MaxPartialCharge,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.17710235860485668
MaxPartialCharge,ori,jtvae,0.21484940509260073
MaxPartialCharge,ori,digress,0.116093301216692
MaxPartialCharge,ori,defog_strict,0.13516333019227778
MaxPartialCharge,ori,defog_relaxed,0.14265940730046212
MaxPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.26701303766904816
MaxPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.1352790868804766
MaxPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.1282788507559804
MaxPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.10486686881597373
MaxPartialCharge,jtvae,digress,0.216782999562808
MaxPartialCharge,jtvae,defog_strict,0.19090969479657965
MaxPartialCharge,jtvae,defog_relaxed,0.2025398628588473
MaxPartialCharge,digress,defog_strict,0.05781397406153606
MaxPartialCharge,digress,defog_relaxed,0.0605695950383388
MaxPartialCharge,defog_strict,defog_relaxed,0.03780096933708617
MinPartialCharge,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.13321780399690503
MinPartialCharge,ori,jtvae,0.10458938799670406
MinPartialCharge,ori,digress,0.10748976279754845
MinPartialCharge,ori,defog_strict,0.0785133173086741
MinPartialCharge,ori,defog_relaxed,0.07906991809042059
MinPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.21574568442224654
MinPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.14556160853300154
MinPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.12459786777685487
MinPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.11844622008714899
MinPartialCharge,jtvae,digress,0.20083616309642072
MinPartialCharge,jtvae,defog_strict,0.16271938644633635
MinPartialCharge,jtvae,defog_relaxed,0.16506487681494184
MinPartialCharge,digress,defog_strict,0.06231630922042362
MinPartialCharge,digress,defog_relaxed,0.06527363288865391
MinPartialCharge,defog_strict,defog_relaxed,0.01663076216627677
MaxAbsPartialCharge,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.08159354565954591
MaxAbsPartialCharge,ori,jtvae,0.11116031597453178
MaxAbsPartialCharge,ori,digress,0.10669216201200724
MaxAbsPartialCharge,ori,defog_strict,0.07953722300737728
MaxAbsPartialCharge,ori,defog_relaxed,0.07596417027486055
MaxAbsPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,jtvae,0.1829139299936485
MaxAbsPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,digress,0.11886509782230793
MaxAbsPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_strict,0.10853204872226743
MaxAbsPartialCharge,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,defog_relaxed,0.10504051084130389
MaxAbsPartialCharge,jtvae,digress,0.2109311433322161
MaxAbsPartialCharge,jtvae,defog_strict,0.1815943319555325
MaxAbsPartialCharge,jtvae,defog_relaxed,0.177262781711966
MaxAbsPartialCharge,digress,defog_strict,0.0596246979874402
MaxAbsPartialCharge,digress,defog_relaxed,0.06215446759171217
MaxAbsPartialCharge,defog_strict,defog_relaxed,0.014553363596577771
MinAbsPartialCharge,ori,gen_250209_database_allmolecules_main_2_22_sinfps_timepred_2_22_sinfps_sinexplicit,0.17161853884667022
MinAbsPartialCharge,ori,jtvae,0.2294357123951228
MinAbsPartialCharge,ori,digress,0.11723258835851036
MinAbsPartialCharge,ori,defog_strict,0.13898725613168417
